"","meter_id","date","Year","Month","Day","Daily_mean_load"
"1","0072",2005-01-01,2005,1,1,3107.625
"2","0072",2005-01-02,2005,1,2,3068.29166666667
"3","0072",2005-01-03,2005,1,3,3061.29166666667
"4","0072",2005-01-04,2005,1,4,2565.70833333333
"5","0072",2005-01-05,2005,1,5,2495.70833333333
"6","0072",2005-01-06,2005,1,6,2734.91666666667
"7","0072",2005-01-07,2005,1,7,3179.66666666667
"8","0072",2005-01-08,2005,1,8,3360.70833333333
"9","0072",2005-01-09,2005,1,9,3763.95833333333
"10","0072",2005-01-10,2005,1,10,3559.20833333333
"11","0072",2005-01-11,2005,1,11,3405.66666666667
"12","0072",2005-01-12,2005,1,12,3157
"13","0072",2005-01-13,2005,1,13,2517.625
"14","0072",2005-01-14,2005,1,14,3211.75
"15","0072",2005-01-15,2005,1,15,4809.70833333333
"16","0072",2005-01-16,2005,1,16,4614.29166666667
"17","0072",2005-01-17,2005,1,17,6012
"18","0072",2005-01-18,2005,1,18,6657.29166666667
"19","0072",2005-01-19,2005,1,19,6632.70833333333
"20","0072",2005-01-20,2005,1,20,4971.91666666667
"21","0072",2005-01-21,2005,1,21,5493
"22","0072",2005-01-22,2005,1,22,6091.375
"23","0072",2005-01-23,2005,1,23,7114.625
"24","0072",2005-01-24,2005,1,24,6540.33333333333
"25","0072",2005-01-25,2005,1,25,4519.41666666667
"26","0072",2005-01-26,2005,1,26,3900.20833333333
"27","0072",2005-01-27,2005,1,27,4427
"28","0072",2005-01-28,2005,1,28,5896.08333333333
"29","0072",2005-01-29,2005,1,29,6352.70833333333
"30","0072",2005-01-30,2005,1,30,4892.33333333333
"31","0072",2005-01-31,2005,1,31,4760.95833333333
"32","0072",2005-02-01,2005,2,1,5161.41666666667
"33","0072",2005-02-02,2005,2,2,5136.41666666667
"34","0072",2005-02-03,2005,2,3,5056
"35","0072",2005-02-04,2005,2,4,4143.29166666667
"36","0072",2005-02-05,2005,2,5,4134.66666666667
"37","0072",2005-02-06,2005,2,6,4083.66666666667
"38","0072",2005-02-07,2005,2,7,3553
"39","0072",2005-02-08,2005,2,8,2946.45833333333
"40","0072",2005-02-09,2005,2,9,3099.29166666667
"41","0072",2005-02-10,2005,2,10,3925.375
"42","0072",2005-02-11,2005,2,11,4787.29166666667
"43","0072",2005-02-12,2005,2,12,4095.08333333333
"44","0072",2005-02-13,2005,2,13,3799.33333333333
"45","0072",2005-02-14,2005,2,14,3388.79166666667
"46","0072",2005-02-15,2005,2,15,3171.29166666667
"47","0072",2005-02-16,2005,2,16,2996.33333333333
"48","0072",2005-02-17,2005,2,17,3977.70833333333
"49","0072",2005-02-18,2005,2,18,4472.625
"50","0072",2005-02-19,2005,2,19,4600.875
"51","0072",2005-02-20,2005,2,20,4317.625
"52","0072",2005-02-21,2005,2,21,3622.70833333333
"53","0072",2005-02-22,2005,2,22,3038.08333333333
"54","0072",2005-02-23,2005,2,23,3255.625
"55","0072",2005-02-24,2005,2,24,4546.375
"56","0072",2005-02-25,2005,2,25,4295.625
"57","0072",2005-02-26,2005,2,26,4345
"58","0072",2005-02-27,2005,2,27,4563
"59","0072",2005-02-28,2005,2,28,5248.66666666667
"60","0072",2005-03-01,2005,3,1,4988.125
"61","0072",2005-03-02,2005,3,2,5011.625
"62","0072",2005-03-03,2005,3,3,4684.91666666667
"63","0072",2005-03-04,2005,3,4,4412.70833333333
"64","0072",2005-03-05,2005,3,5,3809.625
"65","0072",2005-03-06,2005,3,6,3809
"66","0072",2005-03-07,2005,3,7,3124.41666666667
"67","0072",2005-03-08,2005,3,8,3589.625
"68","0072",2005-03-09,2005,3,9,4332.25
"69","0072",2005-03-10,2005,3,10,4117.70833333333
"70","0072",2005-03-11,2005,3,11,3888.08333333333
"71","0072",2005-03-12,2005,3,12,3947.75
"72","0072",2005-03-13,2005,3,13,3303.25
"73","0072",2005-03-14,2005,3,14,3640.16666666667
"74","0072",2005-03-15,2005,3,15,3799.08333333333
"75","0072",2005-03-16,2005,3,16,4264.125
"76","0072",2005-03-17,2005,3,17,4860.375
"77","0072",2005-03-18,2005,3,18,3984.625
"78","0072",2005-03-19,2005,3,19,3703.33333333333
"79","0072",2005-03-20,2005,3,20,3175.04166666667
"80","0072",2005-03-21,2005,3,21,3092.75
"81","0072",2005-03-22,2005,3,22,3187
"82","0072",2005-03-23,2005,3,23,3044.875
"83","0072",2005-03-24,2005,3,24,2699.66666666667
"84","0072",2005-03-25,2005,3,25,3055.66666666667
"85","0072",2005-03-26,2005,3,26,3216.70833333333
"86","0072",2005-03-27,2005,3,27,3536.375
"87","0072",2005-03-28,2005,3,28,3141.58333333333
"88","0072",2005-03-29,2005,3,29,2631.66666666667
"89","0072",2005-03-30,2005,3,30,2611.33333333333
"90","0072",2005-03-31,2005,3,31,2474.66666666667
"91","0072",2005-04-01,2005,4,1,2573.08333333333
"92","0072",2005-04-02,2005,4,2,2909.08333333333
"93","0072",2005-04-03,2005,4,3,3218.34782608696
"94","0072",2005-04-04,2005,4,4,2657
"95","0072",2005-04-05,2005,4,5,2510.70833333333
"96","0072",2005-04-06,2005,4,6,2393.75
"97","0072",2005-04-07,2005,4,7,2292.375
"98","0072",2005-04-08,2005,4,8,2275.70833333333
"99","0072",2005-04-09,2005,4,9,2445.58333333333
"100","0072",2005-04-10,2005,4,10,2670.33333333333
"101","0072",2005-04-11,2005,4,11,2472
"102","0072",2005-04-12,2005,4,12,2596.66666666667
"103","0072",2005-04-13,2005,4,13,3459.70833333333
"104","0072",2005-04-14,2005,4,14,3025.375
"105","0072",2005-04-15,2005,4,15,2652.45833333333
"106","0072",2005-04-16,2005,4,16,3155.70833333333
"107","0072",2005-04-17,2005,4,17,3099.04166666667
"108","0072",2005-04-18,2005,4,18,2584.25
"109","0072",2005-04-19,2005,4,19,2499.29166666667
"110","0072",2005-04-20,2005,4,20,2534.91666666667
"111","0072",2005-04-21,2005,4,21,2556.45833333333
"112","0072",2005-04-22,2005,4,22,2348.70833333333
"113","0072",2005-04-23,2005,4,23,2460.625
"114","0072",2005-04-24,2005,4,24,3500.95833333333
"115","0072",2005-04-25,2005,4,25,2902.29166666667
"116","0072",2005-04-26,2005,4,26,2660.70833333333
"117","0072",2005-04-27,2005,4,27,2488.04166666667
"118","0072",2005-04-28,2005,4,28,2690.95833333333
"119","0072",2005-04-29,2005,4,29,2479.20833333333
"120","0072",2005-04-30,2005,4,30,2513
"121","0072",2005-05-01,2005,5,1,2460.33333333333
"122","0072",2005-05-02,2005,5,2,2630.41666666667
"123","0072",2005-05-03,2005,5,3,2618.04166666667
"124","0072",2005-05-04,2005,5,4,2452.04166666667
"125","0072",2005-05-05,2005,5,5,2654.58333333333
"126","0072",2005-05-06,2005,5,6,2596.375
"127","0072",2005-05-07,2005,5,7,2780.08333333333
"128","0072",2005-05-08,2005,5,8,2619.04166666667
"129","0072",2005-05-09,2005,5,9,2608
"130","0072",2005-05-10,2005,5,10,2644.625
"131","0072",2005-05-11,2005,5,11,2884.58333333333
"132","0072",2005-05-12,2005,5,12,2798.33333333333
"133","0072",2005-05-13,2005,5,13,2287.79166666667
"134","0072",2005-05-14,2005,5,14,2675.70833333333
"135","0072",2005-05-15,2005,5,15,2581.70833333333
"136","0072",2005-05-16,2005,5,16,2473.75
"137","0072",2005-05-17,2005,5,17,2415.41666666667
"138","0072",2005-05-18,2005,5,18,2428.66666666667
"139","0072",2005-05-19,2005,5,19,2575.33333333333
"140","0072",2005-05-20,2005,5,20,2433.66666666667
"141","0072",2005-05-21,2005,5,21,2522.04166666667
"142","0072",2005-05-22,2005,5,22,2672.08333333333
"143","0072",2005-05-23,2005,5,23,2725.04166666667
"144","0072",2005-05-24,2005,5,24,2264.41666666667
"145","0072",2005-05-25,2005,5,25,2297.41666666667
"146","0072",2005-05-26,2005,5,26,2551.95833333333
"147","0072",2005-05-27,2005,5,27,2595.54166666667
"148","0072",2005-05-28,2005,5,28,2540.95833333333
"149","0072",2005-05-29,2005,5,29,2432.41666666667
"150","0072",2005-05-30,2005,5,30,2789.66666666667
"151","0072",2005-05-31,2005,5,31,2651
"152","0072",2005-06-01,2005,6,1,2315.625
"153","0072",2005-06-02,2005,6,2,2381.95833333333
"154","0072",2005-06-03,2005,6,3,2340.41666666667
"155","0072",2005-06-04,2005,6,4,2976
"156","0072",2005-06-05,2005,6,5,3698.04166666667
"157","0072",2005-06-06,2005,6,6,3872
"158","0072",2005-06-07,2005,6,7,3535.375
"159","0072",2005-06-08,2005,6,8,3579.25
"160","0072",2005-06-09,2005,6,9,3232.04166666667
"161","0072",2005-06-10,2005,6,10,3455.70833333333
"162","0072",2005-06-11,2005,6,11,3609.29166666667
"163","0072",2005-06-12,2005,6,12,3576.66666666667
"164","0072",2005-06-13,2005,6,13,3659.91666666667
"165","0072",2005-06-14,2005,6,14,4188.625
"166","0072",2005-06-15,2005,6,15,4066.625
"167","0072",2005-06-16,2005,6,16,3483.91666666667
"168","0072",2005-06-17,2005,6,17,3063.66666666667
"169","0072",2005-06-18,2005,6,18,3032.29166666667
"170","0072",2005-06-19,2005,6,19,3089.66666666667
"171","0072",2005-06-20,2005,6,20,2888.08333333333
"172","0072",2005-06-21,2005,6,21,2995.08333333333
"173","0072",2005-06-22,2005,6,22,3269.33333333333
"174","0072",2005-06-23,2005,6,23,3447
"175","0072",2005-06-24,2005,6,24,3541.33333333333
"176","0072",2005-06-25,2005,6,25,3617.375
"177","0072",2005-06-26,2005,6,26,3694.04166666667
"178","0072",2005-06-27,2005,6,27,3829.29166666667
"179","0072",2005-06-28,2005,6,28,3281.45833333333
"180","0072",2005-06-29,2005,6,29,3464.375
"181","0072",2005-06-30,2005,6,30,4124
"182","0072",2005-07-01,2005,7,1,4117.25
"183","0072",2005-07-02,2005,7,2,3935.375
"184","0072",2005-07-03,2005,7,3,3514.33333333333
"185","0072",2005-07-04,2005,7,4,3593.29166666667
"186","0072",2005-07-05,2005,7,5,3884.04166666667
"187","0072",2005-07-06,2005,7,6,4054.41666666667
"188","0072",2005-07-07,2005,7,7,2978.70833333333
"189","0072",2005-07-08,2005,7,8,3546.75
"190","0072",2005-07-09,2005,7,9,3935.66666666667
"191","0072",2005-07-10,2005,7,10,4219
"192","0072",2005-07-11,2005,7,11,3767.58333333333
"193","0072",2005-07-12,2005,7,12,4375.70833333333
"194","0072",2005-07-13,2005,7,13,3952.25
"195","0072",2005-07-14,2005,7,14,3470.66666666667
"196","0072",2005-07-15,2005,7,15,3693.95833333333
"197","0072",2005-07-16,2005,7,16,4223.20833333333
"198","0072",2005-07-17,2005,7,17,4582
"199","0072",2005-07-18,2005,7,18,4380.375
"200","0072",2005-07-19,2005,7,19,4504.29166666667
"201","0072",2005-07-20,2005,7,20,4619.04166666667
"202","0072",2005-07-21,2005,7,21,4483.29166666667
"203","0072",2005-07-22,2005,7,22,4421.29166666667
"204","0072",2005-07-23,2005,7,23,4525.04166666667
"205","0072",2005-07-24,2005,7,24,4260.91666666667
"206","0072",2005-07-25,2005,7,25,4879
"207","0072",2005-07-26,2005,7,26,5041.625
"208","0072",2005-07-27,2005,7,27,5196.08333333333
"209","0072",2005-07-28,2005,7,28,3888
"210","0072",2005-07-29,2005,7,29,2992.75
"211","0072",2005-07-30,2005,7,30,3644.04166666667
"212","0072",2005-07-31,2005,7,31,3433.25
"213","0072",2005-08-01,2005,8,1,3720.70833333333
"214","0072",2005-08-02,2005,8,2,4088.33333333333
"215","0072",2005-08-03,2005,8,3,4364.66666666667
"216","0072",2005-08-04,2005,8,4,4440
"217","0072",2005-08-05,2005,8,5,4444.04166666667
"218","0072",2005-08-06,2005,8,6,4261.66666666667
"219","0072",2005-08-07,2005,8,7,3751.375
"220","0072",2005-08-08,2005,8,8,3619.04166666667
